bu,requestStorePath,R0_pct,AIS_pct,ads_CTR_pct,org_CTR_pct,ads_CABN_per_click_pct,org_CABN_per_click_pct,ads_imp,org_imp,all_impressions,ads_clicks,org_clicks,all_clicks,ads_atc,ads_bnc,ads_cabn,org_atc,org_bnc,org_cabn,all_atc,all_bnc,R0_bucket,AIS_bucket
BGM,g9b/lcf/bjl/iyr,22.0308,30.1749,1.3361,2.7693,5.9063,10.9130,36750,85040,121790,491,2355,2846,12,17,29,89,168,257,101,185,0–25%,30–35%
BGM,dgv/j6t/7uz,50.3299,32.6452,2.3690,3.2383,12.2210,15.1469,39722,81956,121678,941,2654,3595,54,61,115,219,183,402,273,244,50–60%,30–35%
CoreElectronics,7dk/0aj/kcq/whu,44.1965,3.0159,8.6433,10.7622,9.4937,11.0092,3656,117569,121225,316,12653,12969,2,28,30,33,1360,1393,35,1388,40–50%,<5%
CoreElectronics,7dk/0aj/kcq/whu/86s,11.2032,3.2785,9.1161,14.4820,6.0773,20.5411,3971,117152,121123,362,16966,17328,1,21,22,49,3436,3485,50,3457,0–25%,<5%
CoreElectronics,zlw/79s/u3j,35.3163,35.5564,2.1161,3.2207,6.6959,9.5503,43051,78027,121078,911,2513,3424,16,45,61,55,185,240,71,230,25–40%,35–40%
BGM,tng/lhf/qz4,64.9684,26.7710,2.5490,2.2833,4.6117,6.4388,32326,88424,120750,824,2019,2843,9,29,38,62,68,130,71,97,60–70%,25–30%
Lifestyle,clo/vua/ioa/n4p,57.7779,37.6350,2.9347,3.0491,4.3511,5.7952,45422,75269,120691,1333,2295,3628,33,25,58,64,69,133,97,94,50–60%,35–40%
CoreElectronics,6bo/ul6/fcz,90.7156,3.6077,3.1323,2.9959,2.2222,4.0580,4310,115156,119466,135,3450,3585,0,3,3,46,94,140,46,97,70–100%,<5%
CoreElectronics,zlw/nyl/bvv/x5e/0mu,91.1109,38.1151,4.2942,3.9009,19.2426,19.5003,45503,73880,119383,1954,2882,4836,86,290,376,142,420,562,228,710,70–100%,35–40%
Home,jra/ixy/lt0,82.7042,40.9271,2.6113,3.0025,9.6927,8.9744,48596,70142,118738,1269,2106,3375,50,73,123,83,106,189,133,179,70–100%,>40%
Lifestyle,clo/qd8/ezr,99.5317,41.1138,2.8505,3.4607,21.0072,16.2598,48763,69842,118605,1390,2417,3807,74,218,292,117,276,393,191,494,70–100%,>40%
BGM,dgv/gas/v3u,28.6420,26.4496,4.2195,6.5834,6.1364,10.5465,31283,86991,118274,1320,5727,7047,39,42,81,276,328,604,315,370,25–40%,25–30%
Lifestyle,r18/trt/kn9,56.3921,43.9744,3.3145,3.7427,11.7510,16.0938,51863,66076,117939,1719,2473,4192,125,77,202,239,159,398,364,236,50–60%,>40%
BGM,1mt/ebm,94.2179,22.1866,2.6590,2.6508,7.7698,6.5844,26138,91672,117810,695,2430,3125,22,32,54,43,117,160,65,149,70–100%,15–25%
BGM,1mt/d0x/zab/bzf,88.5574,7.9715,1.0917,1.3860,0.9804,1.8060,9343,107862,117205,102,1495,1597,1,0,1,16,11,27,17,11,70–100%,5–15%
Home,h1m/hww/5gd/alz,59.4169,24.8101,2.7483,2.8717,11.2782,11.5156,29036,87997,117033,798,2527,3325,21,69,90,60,231,291,81,300,50–60%,15–25%
Home,h1m/hww/5gd/gkv,54.4077,19.1936,3.3531,2.3110,7.0479,10.7699,22427,94419,116846,752,2182,2934,25,28,53,78,157,235,103,185,50–60%,15–25%
Lifestyle,clo/qvw/64a/lwy,55.4594,34.2289,1.9160,2.4687,2.4837,2.5871,39927,76720,116647,765,1894,2659,12,7,19,38,11,49,50,18,50–60%,30–35%
BGM,abc/ulv/oog/nex,67.0382,5.1199,1.6597,1.8961,19.1919,11.5935,5965,110541,116506,99,2096,2195,7,12,19,90,153,243,97,165,60–70%,5–15%
Home,h1m/uls/78l/2kk,86.0593,42.2220,3.2436,3.5763,5.1443,3.8254,49143,67249,116392,1594,2405,3999,37,45,82,31,61,92,68,106,70–100%,>40%
Lifestyle,clo/cfv/7po,31.9409,25.0413,0.9036,0.8230,0.3802,1.3947,29105,87123,116228,263,717,980,1,0,1,5,5,10,6,5,25–40%,25–30%
BGM,tng/kks/aty,61.5303,10.0061,2.5568,2.3432,5.0505,6.2500,11616,104473,116089,297,2448,2745,10,5,15,67,86,153,77,91,60–70%,5–15%
BGM,p3t/ea3/b1n,63.5987,41.0624,2.4555,2.6437,7.7778,10.5088,47648,68390,116038,1170,1808,2978,24,67,91,59,131,190,83,198,60–70%,>40%
BGM,eat/xog,18.5914,36.4252,1.6597,5.1242,6.4286,11.3468,42176,73612,115788,700,3772,4472,17,28,45,151,277,428,168,305,0–25%,35–40%
BGM,d69/thr/bap/2yg,55.6017,5.1482,3.8629,3.7977,8.6957,8.3533,5954,109698,115652,230,4166,4396,3,17,20,80,268,348,83,285,50–60%,5–15%
EmergingElectronics,tyy/4mr/jqb,15.4727,18.3915,2.4192,2.7196,2.5341,7.7374,21205,94093,115298,513,2559,3072,8,5,13,98,100,198,106,105,0–25%,15–25%
Home,rja/plv/9tt,30.6021,28.1007,1.8205,3.6687,12.9032,18.8344,32354,82782,115136,589,3037,3626,35,41,76,275,297,572,310,338,25–40%,25–30%
BGM,eat/umm,204.2895,5.2642,4.0996,3.1533,0.4049,0.1755,6025,108427,114452,247,3419,3666,1,0,1,0,6,6,1,6,>100%,5–15%
BGM,1mt/s84/zb5/gex,82.4571,45.9673,5.6937,4.5375,13.4159,17.1429,52497,61708,114205,2989,2800,5789,136,265,401,130,350,480,266,615,70–100%,>40%
CoreElectronics,4rr/x1m/ogz,6.5409,2.5296,1.5989,6.3198,6.5217,11.4188,2877,110858,113735,46,7006,7052,2,1,3,129,671,800,131,672,0–25%,<5%
Large,j9e/m38/vli,32.4293,24.6616,3.1779,3.4820,7.9775,13.0581,28006,85555,113561,890,2979,3869,29,42,71,147,242,389,176,284,25–40%,15–25%
BGM,ypu/ttd/giz,94.0514,27.8398,2.4270,2.6171,7.3107,5.9318,31562,81808,113370,766,2141,2907,8,48,56,31,96,127,39,144,70–100%,25–30%
Lifestyle,clo/qd8/el0,41.8859,32.9742,2.0763,2.7603,8.6340,12.6848,37374,75969,113343,776,2097,2873,29,38,67,99,167,266,128,205,40–50%,30–35%
Lifestyle,clo/upk/6zw/hkw,54.1672,29.6101,1.5537,2.2970,0.7678,0.7100,33532,79713,113245,521,1831,2352,3,1,4,10,3,13,13,4,50–60%,25–30%
BGM,p3t/9iu/ubi,39.1884,34.3799,2.2850,3.0314,13.7542,19.4123,38818,74091,112909,887,2246,3133,44,78,122,138,298,436,182,376,25–40%,30–35%
Lifestyle,osp/mba/erx/p4o,55.3608,39.8863,0.9906,1.8271,0.8989,1.6168,44922,67703,112625,445,1237,1682,2,2,4,3,17,20,5,19,50–60%,35–40%
Home,b8s/ecr/g8x,38.1940,35.2857,2.6729,3.6263,6.5975,10.3030,39695,72801,112496,1061,2640,3701,41,29,70,157,115,272,198,144,25–40%,35–40%
CoreElectronics,jek/p31/ysu,46.8346,1.4444,10.4064,4.4211,2.3669,5.3072,1624,110809,112433,169,4899,5068,2,2,4,106,154,260,108,156,40–50%,<5%
Lifestyle,clo/qfl/pji/kl5,55.5880,32.9552,2.3837,2.4986,2.2650,3.5582,37044,75363,112407,883,1883,2766,10,10,20,17,50,67,27,60,50–60%,30–35%
Home,upp/i7t/kxv,45.0138,13.9985,1.5019,2.1743,8.4746,10.9100,15713,96535,112248,236,2099,2335,10,10,20,114,115,229,124,125,40–50%,5–15%
Home,h1m/um7/yse/r9i,59.3480,24.2741,4.2682,3.7176,5.2586,7.0114,27178,84785,111963,1160,3152,4312,38,23,61,111,110,221,149,133,50–60%,15–25%
BGM,eat/eeg,7.7374,19.5631,1.9198,4.5999,6.2201,17.8242,21773,89523,111296,418,4118,4536,13,13,26,160,574,734,173,587,0–25%,15–25%
BGM,g9b/ffi/ssf/qg8,26.0669,23.6748,3.6492,4.2683,7.9167,18.6188,26307,84811,111118,960,3620,4580,28,48,76,208,466,674,236,514,25–40%,15–25%
CoreElectronics,6bo/ai3/8p1,66.0924,27.4637,4.4969,3.7914,5.1787,6.6492,30488,80524,111012,1371,3053,4424,26,45,71,72,131,203,98,176,60–70%,25–30%
Home,arb/g0v/wfl,130.0205,7.6983,2.5322,1.6182,2.3148,3.1420,8530,102274,110804,216,1655,1871,1,4,5,27,25,52,28,29,>100%,5–15%
Furniture,wwe/q7b/kko,81.4977,41.0240,2.7358,2.5190,9.6618,10.4623,45398,65264,110662,1242,1644,2886,39,81,120,81,91,172,120,172,70–100%,>40%
Home,rja/plv/hot,29.2412,31.2771,1.9310,4.0060,11.5269,16.2233,34594,76011,110605,668,3045,3713,25,52,77,257,237,494,282,289,25–40%,30–35%
BGM,1mt/qwe/gyt,67.3078,44.9245,2.7564,3.0214,6.6569,8.7099,49594,60800,110394,1367,1837,3204,46,45,91,80,80,160,126,125,60–70%,>40%
BGM,abc/5lf/8fr,48.0147,19.3417,2.7074,2.6986,21.0435,29.2469,21238,88566,109804,575,2390,2965,28,93,121,166,533,699,194,626,40–50%,15–25%
BGM,1mt/0mi,82.2206,37.9866,3.3819,3.2984,14.3262,18.0846,41693,68064,109757,1410,2245,3655,64,138,202,147,259,406,211,397,70–100%,35–40%
Lifestyle,clo/h4p/2z1/7zd,0.0000,16.5808,1.5542,1.7933,0.0000,2.0770,18144,91284,109428,282,1637,1919,0,0,0,14,20,34,14,20,0–25%,15–25%
BGM,qoc/acb/0xb,63.6738,44.4342,3.9085,3.9477,26.2520,31.0935,48535,60694,109229,1897,2396,4293,111,387,498,177,568,745,288,955,60–70%,>40%
BGM,p3t/ixl/osh,44.3246,46.7574,3.7723,4.8229,17.1518,26.0978,51003,58077,109080,1924,2801,4725,118,212,330,224,507,731,342,719,40–50%,>40%
BGM,abc/ulv/4nj,51.6873,25.3854,2.3028,2.4365,13.9717,16.7087,27662,81306,108968,637,1981,2618,29,60,89,100,231,331,129,291,50–60%,25–30%
BGM,1mt/m2b/8pv/k6c,11.1060,4.4539,0.6394,1.6067,3.2258,3.8899,4848,104000,108848,31,1671,1702,0,1,1,24,41,65,24,42,0–25%,<5%
Home,upp/i7t/vcg,56.6778,14.7841,2.3571,2.3112,13.7203,15.3128,16079,92680,108759,379,2142,2521,28,24,52,172,156,328,200,180,50–60%,5–15%
BGM,g9b/lcf/bjl/1gu,0.0000,1.0974,1.2594,2.8303,0.0000,3.7854,1191,107339,108530,15,3038,3053,0,0,0,43,72,115,43,72,0–25%,<5%
BGM,eat/xn7,152.7742,22.0205,4.1795,5.1845,8.6606,4.4475,23759,84136,107895,993,4362,5355,25,61,86,84,110,194,109,171,>100%,15–25%
Home,h1m/iee/3a7,52.7014,39.6141,2.4000,2.4447,5.9570,10.3145,42666,65038,107704,1024,1590,2614,35,26,61,75,89,164,110,115,50–60%,35–40%
Home,b8s/prq/zlq,21.6991,27.5739,1.3200,3.2244,3.0612,4.2942,29696,78000,107696,392,2515,2907,1,11,12,52,56,108,53,67,0–25%,25–30%
BGM,abc/5jb,66.2272,29.3770,1.9253,1.9922,6.4250,7.5497,31528,75794,107322,607,1510,2117,9,30,39,33,81,114,42,111,60–70%,25–30%
Lifestyle,clo/cfv/1n0/ops,51.1052,27.1799,1.6737,2.9097,3.8934,4.5755,29157,78117,107274,488,2273,2761,10,9,19,53,51,104,63,60,50–60%,25–30%
BGM,1mt/b75/zbi,61.3185,9.1602,2.0995,1.9331,3.3981,2.8708,9812,97304,107116,206,1881,2087,5,2,7,31,23,54,36,25,60–70%,5–15%
BGM,kyh/ie7,73.6725,39.1345,4.1638,3.5788,8.2759,9.3293,41789,64994,106783,1740,2326,4066,49,95,144,76,141,217,125,236,70–100%,35–40%
BGM,g9b/lcf/bjl/bxz,33.5048,15.8741,0.8055,1.9714,5.1471,5.8390,16884,89478,106362,136,1764,1900,4,3,7,40,63,103,44,66,25–40%,15–25%
Home,jhg/yqn/zy7,140.8686,42.4434,4.2460,4.1338,13.3438,11.6132,45007,61033,106040,1911,2523,4434,90,165,255,106,187,293,196,352,>100%,>40%
Lifestyle,clo/h4p/fpl/48d,0.0000,6.9831,1.7568,1.6892,0.0000,1.6817,7400,98570,105970,130,1665,1795,0,0,0,19,9,28,19,9,0–25%,5–15%
BGM,g9b/ffi/ttr/xbe,56.1266,42.1096,3.7170,5.3275,22.4773,25.2377,44525,61211,105736,1655,3261,4916,209,163,372,428,395,823,637,558,50–60%,>40%
EmergingElectronics,ajy/q7p,87.2456,17.5537,5.6633,3.4097,4.1865,3.7012,18558,87163,105721,1051,2972,4023,7,37,44,37,73,110,44,110,70–100%,15–25%
Large,j9e/m38/vr5,31.0854,15.0830,5.1216,5.9002,4.0491,8.6644,15913,89590,105503,815,5286,6101,12,21,33,110,348,458,122,369,25–40%,15–25%
CoreElectronics,6bo/ai3/cn2,53.5413,3.0846,5.1030,2.5527,7.8313,11.0770,3253,102206,105459,166,2609,2775,6,7,13,51,238,289,57,245,50–60%,<5%
BGM,dgv/gas/wti,11.6007,4.3942,3.4103,7.4563,8.2278,26.5700,4633,100801,105434,158,7516,7674,4,9,13,573,1424,1997,577,1433,0–25%,<5%
Lifestyle,mcr/ykh,297.4718,5.1927,1.9561,1.4339,6.5421,1.8855,5470,99870,105340,107,1432,1539,2,5,7,5,22,27,7,27,>100%,5–15%
Home,arb/a77/m3m,58.3763,7.9930,2.7741,2.5652,5.1502,4.5161,8399,96680,105079,233,2480,2713,5,7,12,59,53,112,64,60,50–60%,5–15%
BGM,dgv/j6t/ax9,32.7851,14.9282,3.4426,4.0810,13.1481,22.7248,15686,89390,105076,540,3648,4188,34,37,71,331,498,829,365,535,25–40%,5–15%
BGM,kyh/arw/mgv,28.0366,28.2269,2.5492,5.5897,6.8783,12.7402,29656,75407,105063,756,4215,4971,22,30,52,161,376,537,183,406,25–40%,25–30%
Home,rja/z2d/rrc,51.3559,39.6493,2.5677,3.0898,10.8513,16.1900,41633,63370,105003,1069,1958,3027,61,55,116,173,144,317,234,199,50–60%,35–40%
Lifestyle,reh/ihu/1gy,52.2932,36.3843,1.8782,3.0636,4.7486,4.7502,38122,66654,104776,716,2042,2758,14,20,34,63,34,97,77,54,50–60%,35–40%
Home,upp/i7t/g9o,28.5825,27.1778,1.3959,2.4486,5.2897,8.9496,28441,76207,104648,397,1866,2263,14,7,21,103,64,167,117,71,25–40%,25–30%
Home,b8s/ecr/vm9,33.6779,44.2488,2.8505,3.2973,8.0547,16.2148,46167,58168,104335,1316,1918,3234,49,57,106,101,210,311,150,267,25–40%,>40%
Home,arb/a77/z9k,45.9889,16.8514,1.2506,1.8945,8.2192,7.8192,17512,86408,103920,219,1637,1856,4,14,18,50,78,128,54,92,40–50%,15–25%
Lifestyle,osp/cil/ja7,95.3130,45.1859,4.4877,3.7945,17.6190,17.9201,46795,56766,103561,2100,2154,4254,167,203,370,131,255,386,298,458,70–100%,>40%
Furniture,wwe/q7b/jhc,,0.0000,,2.2653,,2.5696,0,103075,103075,0,2335,2335,0,0,0,30,30,60,30,30,No Data,<5%
BGM,tng/56a/fq8/asz,0.0000,0.3914,3.9801,2.6418,0.0000,9.0270,402,102318,102720,16,2703,2719,0,0,0,84,160,244,84,160,0–25%,<5%
CoreElectronics,zlw/nyl/bvv/h7c,63.5904,48.7895,3.4251,3.5123,15.6760,19.2204,50100,52586,102686,1716,1847,3563,78,191,269,126,229,355,204,420,60–70%,>40%
Lifestyle,clo/mz5/jbj,27.1618,30.9038,1.9515,3.3009,1.9386,2.9475,31720,70921,102641,619,2341,2960,3,9,12,27,42,69,30,51,25–40%,30–35%
Home,b8s/8dw/a3g,89.1125,7.3944,1.1113,2.0461,2.3810,1.4972,7559,94667,102226,84,1937,2021,1,1,2,3,26,29,4,27,70–100%,5–15%
Home,h1m/hww/slm/x8q,119.3528,42.0699,3.6530,2.9484,13.3673,14.6048,43006,59219,102225,1571,1746,3317,51,159,210,72,183,255,123,342,>100%,>40%
Home,rja/plv/d0s,63.0477,43.2519,4.8889,5.1445,21.1405,26.9644,44120,57887,102007,2157,2978,5135,193,263,456,355,448,803,548,711,60–70%,>40%
BGM,kyh/dki/huw,46.9743,43.2574,3.1093,3.8364,14.0773,21.0005,44094,57840,101934,1371,2219,3590,66,127,193,135,331,466,201,458,40–50%,>40%
BGM,abc/ulv/4nj/4ax,48.7072,28.4091,3.0525,3.4830,11.2118,19.4565,28927,72896,101823,883,2539,3422,20,79,99,97,397,494,117,476,40–50%,25–30%
Furniture,wwe/c3z/gxy,132.0609,38.7732,3.1083,2.9405,3.5918,2.7869,39411,62234,101645,1225,1830,3055,16,28,44,20,31,51,36,59,>100%,35–40%
BGM,g9b/ema/rhm,52.1182,40.6867,3.4675,3.5379,10.3497,16.5961,41240,60120,101360,1430,2127,3557,66,82,148,140,213,353,206,295,50–60%,>40%
BGM,abc/5jb/2ku,79.2052,46.9082,3.6513,2.8562,8.2803,11.7070,47298,53533,100831,1727,1529,3256,19,124,143,16,163,179,35,287,70–100%,>40%
EmergingElectronics,tyy/4mr/mr4/ghl,22.9433,13.0812,1.1034,1.9847,2.7586,7.7323,13141,87316,100457,145,1733,1878,4,0,4,91,43,134,95,43,0–25%,5–15%
Home,h1m/hww/8d1/rmz,70.4770,35.6780,4.1240,3.9663,15.3013,17.4151,35815,64569,100384,1477,2561,4038,69,157,226,110,336,446,179,493,70–100%,35–40%
CoreElectronics,jek/6l2/ce6,72.4207,38.8201,3.5035,3.5732,11.0623,11.7593,38961,61402,100363,1365,2194,3559,56,95,151,96,162,258,152,257,70–100%,35–40%
Home,arb/keu,46.8892,35.0767,2.3191,2.7903,6.9939,10.6887,35143,65046,100189,815,1815,2630,21,36,57,111,83,194,132,119,40–50%,35–40%
Home,b8s/ecr/d2r,71.5801,39.4835,4.2914,3.8495,4.1322,4.9807,39474,60502,99976,1694,2329,4023,29,41,70,72,44,116,101,85,70–100%,35–40%
Lifestyle,clo/qd8/igi,47.8365,12.2163,1.0003,1.6979,3.2787,2.2849,12196,87638,99834,122,1488,1610,3,1,4,11,23,34,14,24,40–50%,5–15%
BGM,dgv/j6t/ale/u9s,34.7636,19.8700,3.1998,4.3917,11.7089,15.0372,19751,79650,99401,632,3498,4130,35,39,74,269,257,526,304,296,25–40%,15–25%
BGM,tng/clb/vl5,23.9661,13.4504,2.1165,2.9299,4.9645,9.5143,13324,85736,99060,282,2512,2794,8,6,14,143,96,239,151,102,0–25%,5–15%
BGM,eat/uwf/eoi,52.9857,34.8587,2.4180,2.6159,5.4087,9.4530,34408,64299,98707,832,1682,2514,25,20,45,58,101,159,83,121,50–60%,30–35%
Large,j9e/abm/rqo,80.2422,39.8548,2.4309,3.6290,15.5299,12.7154,39204,59163,98367,953,2147,3100,32,116,148,63,210,273,95,326,70–100%,35–40%
Home,rja/plv/kv5,72.5247,45.1088,5.0999,5.0927,22.7534,25.7559,44295,53901,98196,2259,2745,5004,214,300,514,298,409,707,512,709,70–100%,>40%
Home,rja/plv/fg0,55.9372,40.0379,4.0514,5.0126,25.2043,30.6309,39270,58812,98082,1591,2948,4539,128,273,401,298,605,903,426,878,50–60%,>40%
Lifestyle,clo/qd8/el0/t9d,67.0288,38.8181,2.9074,3.8446,13.9367,14.5028,38006,59902,97908,1105,2303,3408,88,66,154,166,168,334,254,234,60–70%,35–40%
BGM,1mt/b75,81.1890,14.2270,2.2624,2.0920,6.9841,6.0364,13923,83940,97863,315,1756,2071,11,11,22,51,55,106,62,66,70–100%,5–15%
Large,j9e,66.7695,29.0536,1.6990,2.1365,6.0291,7.5829,28311,69133,97444,481,1477,1958,5,24,29,21,91,112,26,115,60–70%,25–30%
BGM,kyh/pl5/a0b,42.1718,28.3655,3.7201,6.0857,25.0000,26.5128,27634,69787,97421,1028,4247,5275,100,157,257,361,765,1126,461,922,40–50%,25–30%
Home,jra/knw/dgd,61.0847,23.8122,2.8103,3.1121,5.5385,5.8185,23129,74002,97131,650,2303,2953,12,24,36,45,89,134,57,113,60–70%,15–25%
BGM,eat/uxm,0.0000,9.5246,10.4692,3.3064,0.3112,0.0692,9208,87468,96676,964,2892,3856,1,2,3,1,1,2,2,3,0–25%,5–15%
BGM,eat/g6m/rla,133.3247,49.0243,6.8409,5.4506,27.2868,21.7829,47304,49187,96491,3236,2681,5917,258,625,883,193,391,584,451,1016,>100%,>40%
Lifestyle,clo/qd8/90q,34.4632,20.2907,1.7779,2.4930,2.8736,4.1210,19574,76894,96468,348,1917,2265,2,8,10,35,44,79,37,52,25–40%,15–25%
BGM,hlc/p5s/sjm,85.0929,40.8100,4.1655,4.7715,11.3484,11.4580,39347,57068,96415,1639,2723,4362,91,95,186,115,197,312,206,292,70–100%,>40%
BGM,1mt/s84/atb,70.1424,46.0162,3.6795,4.3794,7.9385,9.2993,44164,51811,95975,1625,2269,3894,70,59,129,78,133,211,148,192,70–100%,>40%
BGM,1mt/d0x/zab/1v2,108.4268,6.0515,2.1923,2.0737,15.7480,9.1153,5793,89936,95729,127,1865,1992,2,18,20,62,108,170,64,126,>100%,5–15%
CoreElectronics,6bo/jdy/dus/grs,0.0000,1.3493,3.8730,3.3435,0.0000,6.4956,1291,94391,95682,50,3156,3206,0,0,0,135,70,205,135,70,0–25%,<5%
BGM,kyh/7j3/g7e,100.4481,43.0050,4.0232,3.6384,10.3511,9.1414,41062,54420,95482,1652,1980,3632,82,89,171,97,84,181,179,173,>100%,>40%
Home,rja/z2d/jef,118.3090,47.4430,5.0801,3.9469,20.4615,20.4350,45216,50090,95306,2297,1977,4274,136,334,470,132,272,404,268,606,>100%,>40%
Home,h1m/iee/xzu/vjg,74.1433,39.2189,2.5886,2.6082,5.5843,6.1589,37356,57894,95250,967,1510,2477,24,30,54,42,51,93,66,81,70–100%,35–40%
Home,jra/kwq/ogw,56.0658,40.0546,3.2342,3.5509,8.9213,13.2280,38124,57056,95180,1233,2026,3259,59,51,110,111,157,268,170,208,50–60%,>40%
Furniture,wwe/4n6/zet,21.1218,21.8666,2.1504,2.7946,2.0179,5.3597,20740,74108,94848,446,2071,2517,5,4,9,55,56,111,60,60,0–25%,15–25%
Home,h1m/iee/zom/d4h,48.1170,44.2393,2.2445,2.7545,5.6383,9.8349,41880,52787,94667,940,1454,2394,35,18,53,92,51,143,127,69,40–50%,>40%
Lifestyle,clo/qfl/w4j,43.4566,39.1938,2.5239,3.4021,2.5779,3.7494,36888,57229,94117,931,1947,2878,4,20,24,18,55,73,22,75,40–50%,35–40%
Home,h1m/hww/fgi/ejg,36.5427,18.1263,1.5728,2.2066,5.9925,7.6241,16976,76678,93654,267,1692,1959,7,9,16,45,84,129,52,93,25–40%,15–25%
Home,upp/ta2/c11,79.4658,14.4190,2.4590,2.7749,7.8550,8.3897,13461,79895,93356,331,2217,2548,14,12,26,92,94,186,106,106,70–100%,5–15%
Home,b8s/prq/qkl,13.2141,7.2254,0.8160,2.0753,5.4545,7.0156,6740,86542,93282,55,1796,1851,1,2,3,37,89,126,38,91,0–25%,5–15%
BGM,g9b/ffi/3dd/zjo,68.8964,23.0659,2.0036,2.9645,8.5847,5.9238,21511,71748,93259,431,2127,2558,11,26,37,48,78,126,59,104,60–70%,15–25%
Home,upp/ldf/sog,78.1797,22.5053,1.6955,1.9376,11.5493,10.5941,20938,72098,93036,355,1397,1752,20,21,41,79,69,148,99,90,70–100%,15–25%
EmergingElectronics,0pm/dfp,106.6838,7.8245,2.7541,2.7879,4.5000,3.6897,7262,85549,92811,200,2385,2585,2,7,9,25,63,88,27,70,>100%,5–15%
BGM,tng/dcr,92.0578,20.5951,1.8314,2.4782,14.2857,10.2957,19111,73683,92794,350,1826,2176,24,26,50,80,108,188,104,134,70–100%,15–25%
BGM,tng/09a,100.6647,11.0717,3.0469,2.0414,10.5769,13.6986,10240,82248,92488,312,1679,1991,21,12,33,112,118,230,133,130,>100%,5–15%
Large,j9e/m38/2re,33.8968,28.7717,3.1415,4.4452,7.8031,8.8417,26516,65644,92160,833,2918,3751,37,28,65,147,111,258,184,139,25–40%,25–30%
Home,arb/rm9/96b,61.4691,12.3124,5.6134,4.3561,6.7610,6.4865,11330,80691,92021,636,3515,4151,21,22,43,103,125,228,124,147,60–70%,5–15%
BGM,hlc/ah4/lm3/e74,63.2252,33.7466,4.1734,5.2881,18.8563,21.5595,31006,60873,91879,1294,3219,4513,73,171,244,168,526,694,241,697,60–70%,30–35%
BGM,g9b/ffi/ssf/2yj,74.5981,31.8559,2.8572,3.4287,21.7703,17.5676,29259,62589,91848,836,2146,2982,76,106,182,148,229,377,224,335,70–100%,30–35%
Lifestyle,osp/mba/o3t/wqv,27.1216,36.3325,1.6536,2.6339,0.7260,1.4954,33322,58392,91714,551,1538,2089,2,2,4,10,13,23,12,15,25–40%,35–40%
Home,arb/mvm,37.5881,19.7434,1.3065,1.9203,5.5085,7.9433,18063,73426,91489,236,1410,1646,6,7,13,59,53,112,65,60,25–40%,15–25%
CoreElectronics,6bo/g0i/xcm,31.8133,7.3273,2.2093,2.0796,3.3784,7.1510,6699,84726,91425,148,1762,1910,5,0,5,77,49,126,82,49,25–40%,5–15%
BGM,g9b/ffi/ssf/dnv,21.5693,22.4511,1.8319,3.6180,7.7128,13.1774,20525,70896,91421,376,2565,2941,12,17,29,86,252,338,98,269,0–25%,15–25%
Large,j9e/m38/58n,28.0701,1.2122,6.7751,7.5218,5.3333,8.5028,1107,90218,91325,75,6786,6861,2,2,4,63,514,577,65,516,25–40%,<5%
Lifestyle,clo/qfl/uga/7li,56.3181,44.5449,3.8792,4.0817,5.7034,8.0310,40678,50641,91319,1578,2067,3645,20,70,90,29,137,166,49,207,50–60%,>40%
BGM,hlc/20m/0sl,32.1791,38.1128,2.6036,3.0792,4.5304,10.2417,34760,56443,91203,905,1738,2643,12,29,41,72,106,178,84,135,25–40%,35–40%
Home,b8s/5cy/0qi,49.3170,23.8546,3.5472,3.2790,5.9740,7.3504,21707,69290,90997,770,2272,3042,15,31,46,46,121,167,61,152,40–50%,15–25%
BGM,hlc/20m/led/dew,86.3025,48.1815,2.4994,2.8071,10.2564,9.0220,43690,46988,90678,1092,1319,2411,44,68,112,50,69,119,94,137,70–100%,>40%
BGM,hlc/20m/mk7,18.6590,32.1958,4.7942,5.0248,13.2237,31.6386,29181,61455,90636,1399,3088,4487,24,161,185,95,882,977,119,1043,0–25%,30–35%
Lifestyle,reh/plk/t1w/myk,76.2693,42.4160,3.1736,3.2401,8.7705,9.5210,38442,52189,90631,1220,1691,2911,63,44,107,97,64,161,160,108,70–100%,>40%
Lifestyle,clo/cfv/ht7/fr2,69.8947,40.8972,2.4903,3.3474,2.3861,2.5126,37023,53504,90527,922,1791,2713,9,13,22,19,26,45,28,39,60–70%,>40%
BGM,p3t/ljf/nct/dv5,44.3450,5.1908,2.4557,2.6551,8.6957,8.3223,4683,85534,90217,115,2271,2386,5,5,10,107,82,189,112,87,40–50%,5–15%
BGM,g9b/lcf/bjl/auy,9.2977,5.1941,0.8757,2.0794,2.4390,5.6837,4682,85458,90140,41,1777,1818,0,1,1,45,56,101,45,57,0–25%,5–15%
BGM,1mt/eoe/5p2,48.6824,18.5611,1.3045,1.9202,4.1284,3.1960,16712,73326,90038,218,1408,1626,2,7,9,12,33,45,14,40,40–50%,15–25%
Home,b8s/ryh,49.1195,9.0658,5.6373,3.3049,1.0870,1.8854,8160,81849,90009,460,2705,3165,4,1,5,21,30,51,25,31,40–50%,5–15%
Large,j9e/abm/qh9,41.0567,16.9095,1.8532,2.2963,7.4468,10.0175,15217,74774,89991,282,1717,1999,6,15,21,59,113,172,65,128,40–50%,15–25%
Home,h1m/hww/slm/oye,57.0132,34.6422,3.8289,3.9302,14.9620,16.8049,30897,58292,89189,1183,2291,3474,59,118,177,109,276,385,168,394,50–60%,30–35%
